response_index,response
23252,"Yes, they have a lovely area for dining outdoors. Is there anything else I can tell you about Pizza Hut Fen Ditton?"
23253,Yes it is according to reviews eft by previous guests its location is very accommodating and is close to nearby eateries.
23254,"There are mixed reviews as to the friendliness of the staff. Some people found them friendly, while others found them to be unprofessional and disrespectful."
23257,"This Marriott offers various breakfast options, but I'm not sure if they offer a specific Italian breakfast. Would you like the phone number for the hotel so that you can ask them directly?"
23258,Yes they do according to reviews left by previous customers.   The reviews stated the decir was great.
23259,"The Cambridge Chop House is located in town and is easy to get to, so you will not need to worry about finding it."
23260,"The University Arms Hotel has free wifi, but it is said to be slow and unresponsive.  Would you like to explore some other options?"
23262,Yes they do according to reviews left by some of the previous customers.   There patio is great especially in the fall.
23264,"People seem to have mixed feelings on the cleanliness of the bathrooms at the Acorn Guesthouse. Some felt it was clean, but others said that it wasn't. Those that felt it wasn't clean did say that it was promptly taken care of."
23266,"The food at Restaurant One Seven is rated highly for their food, including Yorkshire pudding. Would you like more information on their menu?"
23268,The Curry has mixed reviews regarding price. Prices have been called both affordable and a bit too expensive. Would you like to book a table?
23270,Some people were happy with the downtown location because of convenience but others were upset by the traffic. One customer even said it was in the middle of nowhere.
23271,"No, those that choose to stay at the Alexander Bed and Breakfast aren't required to pay an additional fee to use the WIFI."
23272,"They offer only the basics for nonalcoholic drinks, there is not a diverse menu. Would you like to know more?"
23275,"Yes, the restaurant does seem to be in a safe neighborhood with other attractions. Past guests have said that it is nice and convenient."
23276,"People have mixed views on how clean the bathrooms are. One guest mentioned they were impressed with how clean the bathrooms are, but another needed to have their bathroom cleaned."
23277,"Some guests have said that the bathrooms where very clean, but then others have said that it needed a good cleaning."
23278,"Yes, one can expect to have a bathroom that's nice and clean with staying at the Rosa's Bed and Breakfast."
23280,"Yes, for those who have children and prioritize having a variety of non-alcoholic drink options, the Restaurant One Seven will be an acceptable choice."
23285,I'm seeing reviews that state the WiFi is slow and unusable. Would you like me to find another place?
23287,"According to the reviews that I have on hand for this location, the opinions are mixed.  Half found the bathrooms impressively clean while half thought they weren't well cleaned at first."
23289,The reviewers thought that the interior was not very nice. One person said it was outdated and another said it was questionable.
23290,The Galleria gets mixed reviews on their food. Some like it quite a lot and other find the food a bit bland. Would you like me to find restaurants with higher ratings?
23291,"According to the reviews I have on hand for that location, the location is near eateries, good, accommodating, and great!"
23293,"According to the reviews that I have on hand for this location, the opinions are mostly negative.  One quarter found it beautiful, while three quarters found it crowded, sad, and not authentically Indian."
23294,Bangkok City has mixed reviews for their pricing with some calling it affordable and others believing the prices were too high. Would you like to book a table?
23297,The Avalon was reviewed by two guests both trying to work from their room with one finding the environment silent and the other frustrated with the noise level.
23300,"Yes, let me check that for you. I don't see anything about the pasta specifically, although past diners have rated dishes like the calzone very highly and they've all said it was cheap to eat there."
23302,"Yes, the bathrooms have been described as super clean and spotless. Would you like me to book it for you?"
23304,The Carolina Bed and Breakfast has really friendly staff. I couldn't find a single negative review about them.
23305,The De Luca Cucina and Bar has very high quality food. The food is tasty & juicy which is affordable.
23306,"The reviews are mixed with one guest saying the staff was very friendly and polite. However, other guests were not happy at all. One said the staff was not helpful or responsive and another guest said they were disrespectful and rude. Would you like to check out a few other places with better staff reviews?"
23307,"Reviews of the value are mixed, but some guests felt it was too expensive. Should I choose another option for you?"
23308,There aren't really any views from the Gardenia. Do you want to make a reservation somewhere else instead?
23310,"University Arms Hotel provides many breakfast choices. According to past guests, the options include a full english breakfast."
23313,Both Efes and Anatolia are highly rated for their prices. Would you like to know more about either of them?
23315,Previous guests who have dined here say that it has a great and lovely atmosphere and the music really helps to set the mood.
23317,"I've heard that the service can be a bit slow at Rice House, although some guests absolutely love the waitstaff. Would you like to make a reservation?"
23318,Guests consistently note that staff are very friendly and helpful. Would you like me to reserve a room for you there?
23319,"According to previews reviews, customers have recommended the falafel dish, as their food is superb."
23321,"I see mixed reviews. The majority were quite happy with their very clean rooms. However, there was a recent review stating the room was not cleaned to an acceptable degree. Would you like me to find another place in the same vicinity?"
23322,"Yes, when selecting to dine at the Rice House restaurant, patrons will experience a beverage menu featuring alcoholic drinks."
23323,"Unfortunately, One person thought that the interior was too plain. Is there anything else I can help you with?"
23331,The curry Garden offers a very good atmosphere when you are dining. The food is average but the atmosphere makes up for the food.
23332,"Please wait while I check that for you. All right. I only have reviews from Huntingdon Marriott Hotel, which does have continental and buffet options. I don't have information about University Arms Hotel."
23335,"Home from Home seems quiet according to most customers. I did find one review that wasn't the greatest and said it was a little loud at night, though."
23336,"There are good views at Hotel du Vin and Bistro, but not every seat has them. If that's important to you we can try to make sure that your table comes with a view."
23337,A previous guest at the Acorn Guest House stated that they were impressed with the cleanliness of the bathroom. Another said it was not but that housekeeping promptly took care of it.
23338,"Yes, there are many non-alcoholic options to choose from at Saigon City. Can I help you with anything else today?"
23340,"There are mixed views on the quality of the Samosas. Customers who have ordered them have described the food  as stellar, but past customers have also described the food as not very tasty, when they have ordered them."
23344,Gonville Hotel according to past guests reviews employ friendly staff at their establishment.  Can I help you with anything else today?
23345,Reviews from past guests say the the WiFi at Finches Bed and Breakfast is fast. It is available for free to guests.
23347,"Yes, guests often state how much they appreciated the rooms at the Lensfield Hotel being thoroughly cleaned."
23348,"Yes, they do have high speed wifi at El Shaddai. Past guests have said that it was fast, and more than adequate."
23349,The Stazione gets a 50/50 review on their location. Many people love the location and view while others bemoan the fact that it's hard to find and they don't like the location.
23352,Cocum according to past guests do offer great outdoor seating.  Is there anything else I can help you with?
23354,"The beds at the Gonville Hotel are found to be comfortable, and provide a relaxing atmosphere at the end of one's day."
23355,The staff at the restaurant is known to be excellent. All of the reviewers thought that the staff did a great job.
23357,Most people did not think that the beds were comfortable at the hotel. Only one person thought the beds were comfortable.
23362,The staff working at the Rosa's Bed and Breakfast is unanimously thought as being friendly and patient.
23364,"According to previous customers who have dined here the portion sizes are quite filing, not shy with size, and good."
23366,The majority of the customers say the portions are quite generous with the exception of one review that complained of the tiny portions. Would you like to know more about the restaurant?
23367,Most of the past guests of Avalon think that the cleanliness was impeccable while one guest was unsatisfied.
23369,The portions at Restaurant One Seven and the Copper Kettle are lacking while those at the Oak Bistro and Cotto are generous.
23370,"If you're searching for non-alcoholic drink options, Darrys Cookhouse and Wine Shop doesn't match as their selection is limited."
23372,Guests have said that the rooms are very quiet and that they did not have any disruptions or complaints.
23373,Let me check that for you. Fitzbillies Restaurant does offer authentic cuisine and UK-inspired atmosphere.
23375,"Yes, Autumn House provides wi-fi for their guests which has been called both slow and super speedy. Do you have any other questions?"
23376,"The staff at the Autumn House is seen as being attentive and pleasant to far fewer individuals then they're unprofessional, unfortunately."
23377,"The majority of the reviews on pricing find them to be a little expensive. Would you like me to try to find another, less expensive restaurant?"
23379,The hotel is a great value for money for the location. The location was in a prime area that is usually more expensive to stay in.
23381,"Some visitors to the University Arms Hotels have mentioned that they experienced a comfortable night of sleep, while others would disagree and say that their beds could've been improved."
23382,The location of the restaurant is a bit hard to get to but the location itself is beautiful and is near historical buildings.
23383,One generally notices the attention to detail of the housekeeping staff when staying at the well-kept rooms at the Acorn Guest House.
23386,"Yes, it appears that the rooms at The Autumn House do have a lot of space. Past guests have said they are big."
23388,"Yes, the Lovell Lodge offers a delicious breakfast in the morning. It is free and guests say they really liked it."
23390,"Yes, your room at Arbury Lodge Guesthouse should be large. Past guests have said they were happy with the large room."
23391,The Sesame Restaurant and Bar has very capable staff that are attentive to your dining experience but at times the staff are a bit slow.
23392,"Yes, Royal Spice does seem to be in a good location. It is described as convenient and in a nice part of town."
23395,"People vary in their opinions about the location of The Hamilton Lodge. Some find it very convenient, but others consider it to be just mediocre."
23396,The inside decor is nice and updated. Would you like me to make a reservation for you at Royal Standard?
23397,"Yes, when dining at Caffe Uno customers are able to dine outdoors in an area that features a romantic ambiance."
23400,"One previous customer found the Risotto to be cheap, however, they were disappointed with the taste. Do you have any other questions about Da Vinci Pizzeria?"
23404,"Yes, they do have outdoor dining and with great reviews. Customers say the patio is spacious with a great view and authentic decor. Would you like to know anything else about India House?"
23407,The rooms are cleaned at specific time and housekeepers are available at certain times however they are kept clean and you also get to enjoy a nice view and also good wifi.
23408,Most people didn't feel that they served good portions - they described them as small and disappointing. But there was a comment that they were huge.
23409,"Each the Jinling Noodle Bar, Lan Hong House, and Shanghai Family Restaurant have mixed reviews about the views provided, mostly due to the seating assignment."
23410,"Royal Spice features both a city and mountain view, so it's pretty great. Would you like me to make a reservation for you?"
23411,Past Guests of the Oak Bistro say the location is great and convenient.  Would you like to book a table?
23412,"Yes, guests often appreciate the solid internet connection at the Alexander Bed and Breakfast which has no issues with streaming."
23413,"According to past guests of Aylesbray Lodge Guest House, the wifi is free and it works well and is strong."
23415,"Of the two reviewers who ordered gimbap, one found it delicious and top quality but the other found it stale and flat. Would you like for me to book you a table?"
23418,"People have mixed views on the decor at Golden House. A past guest said it was a negative, but another said they were delighted by the interior."
23421,"The rooms at University Arms Hotel never feel cramped and are large and spacious, while those at Alexander Bed and Breakfast are generally thought of as tiny and unable to fit multiple people."
23423,"Yes, Worth House is very highly rated for having clean and spotless bathrooms. Guests have raved about how clean they are."
23424,"Some guests have been impressed by how clean the bathrooms at Acorn Guest House were, and should a problem exist, it was taken cared of promptly."
23426,"Peking Restaurant has been described as pretty, and also not that good looking, so I can't tell from those two conflicting reviews."
23427,The breakfast options at Huntingdon Marriot Hotel include continental and buffet breakfast options. It is not free.
23428,"No, I don't see anything like that but I do see that people find the atmosphere to be great and enjoyable."
23430,"Yes, previous guests have found the bathrooms to be very clean. Would you like me to book it for you?"
23433,"Yes, the Gourmet Burger Kitchen does offer its customers an excellent outdoor seating area at its location."
23434,Bedouin does serve alcoholic drinks to their guests at their establishment. Would you like me to make you a reservation?
23438,"Although the City Centre North B and B lacks a concierge service, it does provide enough amenities to be regarded as decent value."
23440,The indoor decor has been described as excellent. Do you have any other questions I can answer for you about Fitzbillies Restaurant?
23442,"Guests unanimously rave about the quality of beds at Kirkwood House, stating that they're extremely comfortable and found it difficult to leave."
23443,"Yes, Rosa's Bed and Breakfast is a good value for the money. It has been described as a great value."
23448,Most people agreed that the food was crazy expensive. There was only one reviewer that said it was affordable.
23454,"The RIverside Brasserie has a mediocre location according to one person, but two others said the location was great. I don't know how accessible it is, though."
23456,"The Home from Home hotel is in a quiet and calm area and the rooms are silent, although it can be a bit noisy at night in the area."
23457,"Yes, the bathroom cleanliness at Bridge Guest House is rated extremely highly. Can I answer any other questions for you?"
23459,"Chiquito Restaurant Bar has a downtown location so your view might vary from a city site, to overlooking a parking lot."
23460,Restaurant Alimentum is located in a convenient place with plentiful parking. I do not have more information.
23461,"Unfortunately, those that have stayed at A and B Guest House were disappointed by the rooms being overpriced."
23467,"According to the reviews I have on hand for that location, the location is unfortunately extremely loud.  Sorry to disappoint!"
23468,A reviewer said that the rooms were big enough to fit their family. Is there anything else that I can help you with?
23470,"According to one past guest, there is a charge. But there are several different options including continental, vegetarian and full English/Irish."
23472,"Rice Boat has a bit of a dated look and the overall atmosphere isn't that exceptional according to most reviews. Don't get me wrong, some past diners found it warm and welcoming and a lot depends upon what you are looking for in a restaurant. Are there any other questions that I can help you with?."
23473,Customers that choose to dine at the Golden Wok restaurant are treated to an outdoor dining area that's nicely decorated and comfortable.
23474,"The City Centre North B and B has a good location that is central to everything according to most customers, but a minority said it was mediocre."
23479,"Yes, the Lensfield Hotel has clean rooms. Reviewers have noted that the rooms are very neat and tidy."
23480,"Most reviews for the internet connection at Arbury Lodge are positive, with only one reviewer expressing dissatisfaction at the speed."
23482,The Ian Hong House gets some great reviews on their service. Would you like some more information on Ian Hong House?
23483,"The rooms at Finches Bed and Breakfast are said to be both small and large, I guess it depends on the room you book."
23485,"According to past guests of Ashley Hotel, there is free wifi but some guests were satisfied while others were not."
23486,There is an outdoor dining area at the Cambridge Chop House. Would you be interested in making a reservation for dinner?
23487,"From the many reviews I have, guests rave about the staff being friendly and helpful at Rosa's Bed and Breakfast."
23488,Customers say the indoor decor is great and enjoy it. Would you like to know more about Pizza Express?
23489,Two reviews said that the Wi-Fi was too slow. However one person said that the speed was fast. Is there anything else I can help you with?
23491,"According to the reviews I have on hand for that location, the bathrooms were uncomfortably dirty.  Sorry to disappoint!"
23493,The Alexander Bed and Breakfast has free wifi available in the rooms that is really fast. What other questions do you have?
23494,"Yes, one can say that the Grafton Hotel Restaurant provides customers with an interior that's well-decorated."
23495,The Cocum is in a great part of town that is easy to get to and has free parking. Would you like any other information?
23496,"I could only find one review that mentions noise levels, but the customer said it was very loud there. Do you want to look elsewhere?"
23502,Alexander Bed and Breakfast gets mixed reviews about their room size.  Some find them spacious and others find them tiny.  Can I help you with anything else?
23503,One person thought that the location was not that great because the restaurant was in a not busy town.
23504,"I can see three different types of reviews on the portions. Some say too small, some say just right, and others say they are quite large. Would you like me to look into this for better information?"
23505,"Yes, Eraina serves a wide variety of affordable alcoholic drinks however there were mixed reviews regarding the quality of those drinks. Would you like me to book a reservation for you?"
23506,Yes the Autumn House serves American and Europeon countries breakfast choices which is free to each guest during their stay.
23508,"Yes, during one's stay at the Acorn Guest House one can expect to be treated with a host of delicious breakfast options."
23509,"The Alexander bed and breakfast is said to offer good value by two guests, but one guest said it was overpriced."
23510,"Most people feel that there is a lot of noise, with some pointing to the proximity to the highway. But there are some who felt the atmosphere was quiet."
23512,The area that Home from Home is located is nice but transportation to most area attractions are needed but the transportation service is very close by.
23513,"According to the reviews that I have on hand for that location, the dumplings have been described as good and the price as great!"
23515,The reviews for prices are a little mixed. Some people think the prices are high while others like the affordability...it depends on a person's budget.
23516,"according to the reviews that I have on hand for this location, responses indicate there is outdoor seating available. Some found the view from there beautiful while others thought it wasn't very good."
23517,"According to some of the reviews left by the former guests the bathrooms were clean.  However other reviews have stated that the bathrooms are nasty, dirty, and just could have been cleaned better."
23518,The rooms at the Avalon are considered to have both comfortable and uncomfortable beds in greatly varied reviews.
23519,People have varied opinions on the comfort of the beds. Some people find them comfortable but others don't. One found it to be too firm.
23520,"Yes, according to guests that have previously dined at the Yippee Noodle Bar, the restaurant does feature outdoor seating."
23521,"Although a couple of patrons would classify it as being mediocre, for the most part the Saigon City is seen as being in a great location and easy to find."
23522,The restaurant is well known because of its safest location and its convenience in offering the best view to the city.
23523,Yes according to the reviews left by some of the previous guests the options for breakfast will leave you feeling stuffed.
23524,Staff at the Alexander bed and breakfast are very friendly and helpful. Would you like to book a room there?
23526,The Ugly Duckling has a limited non-alcoholic drinks menu. Would you still like to book a table here?
23527,Most of the customers liked the options of non-alcoholic drinks but there were customers who thought there was not enough options. Would you like to know more about them or have me check out other places?
23528,"Wi-fi is free at Leverton House, but reviews about it from past guests are mixed. One says it extremely fast while another indicates it's slow."
23529,"Okay, let me check to see if the Acorn Guest House offers those. One guest was extremely impressed with the cleanliness of the bathrooms. The other said it was not clean but promptly taken care of when asked."
23530,The view from Da Vinci Pizzeria is very nice. People particularly like the floor to ceiling windows.
23531,La Tasca serves a variety of alcoholic beverages and cocktails for their guests to enjoy. Do you have any other questions at this time?
23532,Yes they offer this as well as vegetarian and full English/Irish breakfast. There is also cereal options.
23533,"Yes, at the Finches Bed and Breakfast there's WIFI available throughout which features excellent speed."
23534,Some of the customer who ordered Chaat said it was very tasty. Would you like to know more about the Gandhi?
23535,"Most of the reviews are generally very good with customers saying the view was great, gorgeous, and a great spot to take nighttime photos. There were also some customers who thought the view wasn't that great. Would you like to know more about them?"
23537,"I don't know if they serve scrambled eggs and tomatoes, but Many people say the food is really good, while many others also say it's average. Sorry I couldn't be more helpful."
23538,Eraina restaurant serves generous ample portions to their customers.  Would you like me to book you a table?
23542,According to some of the reviews left by previous guests the internet is slow.  However it is free and available in the public areas.
23543,Pipasha Restaurant is located in a good area with great security  which is appealing. Also the prices are pretty low .
23544,A great location for the budget. It is situated in a nice suburb area and guests are able to walk around places.
23545,The atmosphere at Bangkok City is one that previous diners loved. They felt it was quaint and authentic.
23546,"I'm not finding any information specific to the pierogis, but views on the food in general are mixed. Some people felt the quality was high, but others found it to be mediocre."
23547,"Eight people would be pushing it, based on reviews. Should we try another location with larger rooms?"
23549,The Archway House does provide free of costs many choices for your breakfast needs during your stay.
23550,"Yes, I can do that. Gonville Hotel was rated highly by recent guests for having comfortable beds. Would you like to book a room?"
23551,The food at Restaurant One Seven are highly rated including the Shepherd's Pie which the customers enjoy. Would you like to know more about them?
23552,The portion sizes at the Bangkok City are generally considered to be small and overpriced for what's provided.
23555,"The beds at Warkworth House appear to be very comfortable. Past guests say they are super comfortable, and more comfortable then they were expecting."
23556,It has been said the the rooms and the bathrooms are exceptionally clean and well appointed and even impeccable.
23557,Most customers who visited Curry Garden were disappointed with the decor that they described as drab and boring.
23558,"Yes, it does seem to be in a great spot. People like the location, and have described it as nice, convenient, and in a nice part of town."
23560,"Nandos City Centre is a clean restaurant, however the booths can be cramped. The decor is up to date."
23563,HK fusion does serve alcohol for their guest to order during their time there. Would you like to make a reservation?
23564,"The Slug and Lettuce gets mostly good reviews on their staff and service with customers saying they are friendly, quick, and helpful. There were customers who found the staff and service lacking. Would you like to know more about them or should I look for other places?"
23565,"The rooms at the Autumn House Hotel are large according to guest reviews, would you like to stay there?"
23568,"Two people felt the service was really good there, but one person felt that they were really slow. Do you need help with anything else?"
23572,"Yes, there do seem to be clean bathrooms at the Bridge Guest House. Past guests regularly describe them as being very clean."
23573,The Acorn Guest House does offer Wi-Fi with its accommodations for no extra cost. It is generally reviewed as being both free and fast.
23574,Reviews are mixed on the Yorkshire pudding with some finding it top notch and others were super disappointed. Do you have any other questions about The Cambridge Chop House?
23575,"Yes, The Golden Wok has a very nice area for outdoor dining. Would you like to know more about them?"
23576,"Customer associated that the staff was friendly, helpful, and quick to smile and make sure they were comfortable, and felt welcomed."
23577,The Arbury Lodge Guesthouse has only one review about their beds. The review says the beds were really comfortable.
23578,The Cambridge Belfry is in a desirable location but rush hour traffic can be difficult.  Would you like me to book a room for you?
23579,"No, the Galleria restaurant cannot be said to have a nice view from its location as no scenic vistas are visible."
23580,"Past guests of the Acorn Guest House were satisfied with the breakfast being offered. Omelettes aren't mentioned, but full English/Irish breakfast is."
23582,"According to the reviews I have on hand for that location, the guests appreciated the super clean and neat state of the bathrooms."
23584,"Yes, they service alcoholic drinks. Looking at the comments, some say the prices are good with many options to choose from. There are some customers who felt it was just too expensive. Is there anything else you'd like to know?"
23585,The Aylesbray Lodge Guest House has one complaint about the level of cleanliness in the bathroom. Do you want to look elsewhere?
23586,"A few guests have been unhappy with the service, but most say it's fantastic. Are you interested in booking a table?"
23588,Yes they are according to the reviews left by previous guests.  The guests have said that the staff was friendly with their requests and so welcoming they instantly felt at ease.
23589,"According to the reviews that I have on hand for this location, the opinions are mixed.  One third found the selection limited, while two thirds found the variety wide and better than most other places."
23590,"Although the Lensfield Hotel offers free WiFi, reviews from guests say the quality of the connection is not great."
23591,"According to the reviews that I have on hand for this location, the value has been described as totally worth it and good value for your money."
23592,"Yes, Meghna's attentive service comes very highly recommended. Would you like me to book a table for you?"
23593,"According to the reviews I have on hand for that location, the rooms there are very large and very spacious!"
23595,"Unfortunately, the views at the La Margherita are rated as mediocre by customers. Would you like me to find a restaurant with better views?"
23597,"Yes, Restaurant One Seven is in a nice location. A past guest has referred to it as convenient and exciting."
23599,The Lensfield Hotel offers for its breakfast options continental or full English or Irish breakfast. These are free.
23603,"The Pizza Express doesn't have many choices for drinks that don't contain alcohol according to one person, but another said they offered many non-alcoholic drinks."
23604,Eraina restaurant serves borscht as one of their european delicacies and is highly  known to be very delectable .
23605,"According to the reviews I have on hand for this location, the beds there are well-made and extremely comfortable!  You interested?"
23606,"The Kymmoy gets some very high marks for their decor with customers describing it as modern, amazing, and authentic. Would you like to make to a reservation?"
23608,"I'm not finding any information specifically about safety, but people are mixed in their general opinions of the location. Some found it convenient and others said the location wasn't good."
23609,"I don't have any information about their quality, but they do seem to have a good variety of non-alcoholic drink options."
23611,"The cost is reasonable if you consider $510 for a  king-size bed, desk, table, and balcony overlooking a scenic view to be good value for money."
23612,They have a great outdoor dining area according to one customer. It is good for the pandemic. Want to book it?
23613,"Friendly, patient, and helpful are all words used to describe the staff at Rosa's Bed and Breakfast. Is there anything else I can help you with?"
23614,"The Acorn gets good reviews for their value with guests saying they'll be back, totally worth it, and just good value overall. Would you like to know more about them?"
23615,"One of the downsides of staying at the Gonville Hotel is the outrageous price, while the rooms at the Lensfield Hotel are considered decent value."
23617,"Some Leverton house guests have said it is in a convenient location, but not as close to the downtown area or public transportation."
23618,"Yes, Little Seoul does have a nice outdoor dining area. Is there anything else you'd like to know about them?"
23621,Yes! Customers foundnitnto be a very good deal considering the fact that it is located in the city.
23623,The customers who ordered the caprese salad have like it but complained that the food portions are quite small. Would you like me to find another place?
23624,"Guests to the Archway House have appreciated the clean bathrooms on premises, which are considered pristine."
23627,"Unfortunately the Yu Garden doesn't have a wide variety of non-alcoholic drinks for those who do not want alcohol alongside their meal, although there are some on the menu."
23631,The only review I have on the room size at the Allenbell indicates that the reviewer was pleased with the size of the rooms.
23636,"Yes, it's quite nice inside, I think you'll like it. Can I answer anything else for you today, or book a table?"
23641,"According to the reviews I have on hand, the rooms at that location are spacious and bigger than average."
23642,"At Dojo Noodle Bar in the city center, alcohol can be purchased and consumed on the premises. Beer and non-alcoholic drink specials are also served."
23643,"I'm sorry, I'm not able to find any information about specific amenities offered at Acorn Guest House."
23645,"According to the reviews I have on hand, the room sizes are big!  I hope that's enough to convince you to book?"
23649,"Kohinoor has a great number of non-alcoholic drink options according to most visitors, The Gandhi has fewer non-alcoholic offerings, and the Mahal of Cambridge appears to have lots of drinks on their menu."
23651,"It's very centrally located and convenient, if maybe a little ordinary. Can I answer anything else or would you like to book?"
23652,"One reviewer found the Allenbell price to be really high, but all the other reviewers were happy with the value that they received for the price they paid. Would you like a reservation?"
23653,"The reviews on the cleanliness at the Hamilton Lodge are universally positive, stating the room was clean and the bathroom was pretty clean."
23656,"No, there is no charge. It is free at Home From Home and one past guest says that they were happy there was free wifi."
23657,"The rooms at the Gonville Hotel are unfortunately lacking in cleanliness, with many guests having to wait for service."
23659,"It is said that the Carolina B&B has small rooms while guests at Warkworth House left mixed reviews: some were happy with the room size, but others felt they were too small. Are there any other questions I can answer for you today?"
23660,"The Yippee Noodle Bar does offer a separate area outdoors for al fresco dining. The patio is said to be great, especially in the autumn season."
23663,Restaurant One seven has a nice view and you will be able to see lots of attractions outside and also has a nice indoor decor..
23666,"There is a laundry facility at the Autumn House. It is great value, although one guest said it was not very fancy."
23670,"Yes, I can do that for you. The guests at Acorn Guest House called the breakfast options ""delicious"" and ""good""."
23672,The employees at the Acorn Guest House are known to welcome guests with large smiles and are helpful throughout one's stay.
23674,Allenbell provides large spacious rooms for their clients to enjoy during their stay.  Would you like me to make a reservation?
23675,"No, the Meghna does not have much selection for non-alcoholic drinks. They only have coffee, tea, or water."
23677,"Yes, Cote does have a nice outdoor seating area. Did you want me to check availability on a different day or time?"
23678,Yippee offers a great array of non-alcoholic drinks that fit everyone's needs. Although one said the taste wasn't the best.
23679,Yes they do according to previous guests who have stayed there the rooms are nice and big making the stay that much better.
23680,"Yes, the Worth House does have Wi-Fi access, and there is no additional cost to have internet access. It is free."
23681,"La Raza has a Spanish theme, but the atmosphere is mediocre and dull. It can become crowded at times."
23682,"I'm sorry, the Ugly Duckling has not outdoor dining section. Would you like me to find a comparable place that does?"
23686,The Bridge Guest House is a little farther away from public transportation and attractions but most of the guests have liked the location as being convenient and easy access. There were also some guest who did not care for the location. Would you like to know anything about them?
23687,"No, the service at the Bedouin restaurant cannot be considered great, as many guests report having mediocre and terrible experiences."
23690,"Yes, Meghna does have a nice outdoor patio for dining. Is there anything else you'd like to know about them?"
23691,"While a couple guests felt as if the University Arms Hotel was overpriced, the majority believed it to be great value for one's money."
23693,The Nandos restaurant has plenty of excellent non-alcoholic drink varieties in the eyes of most visitors.
23694,The Cambridge Belfry offers nice big rooms for their guests to stay in.  Can I help you with anything else?
23696,The Majority of reviewers thought the portion sizes were very large with enough for even leftovers. Others found it to be too small for their liking.
23703,"The hotel is described as noisy by prior guests, although the source of the noise isn't clear. Are you still interested?"
23704,"According to the reviews I have on hand for that location, the bathroom's are as clean as any patrons have ever seen.  Sound good enough for you?"
23706,The restaurant has an amazing outdoor dining area. The atmosphere is amazing bringing out a live vibe.
23707,"While some might have been unimpressed, most said it was in a nice location downtown. However, parking is a bit difficult."
23711,"The beds at Rosa's Bed and Breakfast are well-made and extremely comfortable, while those at the Aylesbray Lodge Guest House are also great."
23712,The ratings are mixed with some customers saying they were happy to see the large portions while others were disappointed that they were so small. Would you like to know more about them or should I look for another place?
23713,A couple of people said that the portions were not the biggest as far as salad. Others said that portions were large and quality of food great.
23716,People say that the view at Pizza Hut Fen Ditton is very enjoyable. Is there anything else you would like to know?
23718,Two out of three of the reviewers thought that the hotel was a good value. One person thought it was overpriced.
23719,The reviews on value are mixed. Some guests were happy about the price and felt they got a good deal. There were also guests who thought the cost was too high and should have been lower. Would you like to know more about them or have me look into another place?
23720,"According to the reviews I have on hand for that location, the opinions are mixed.  Half thought it was a bit noisy and half thought it was very quiet."
23723,Past guest reviews of the Acorn Guest House say the wi-fi was free and super fast.  Is there anything else I can do for you?
23725,"The Archway House is located in an area close to public transportation, but a couple people complained that it was in a mediocre spot."
23727,The reviews on Ashley Hotel's location are very positive with guests saying the it's within walking distance to many things which was very convenient. Would you like to know more about them?
23729,The breakfast options available at the Autumn House include continental and full English as well as fresh fruit.
23732,Nandos gets some mixed reviews on their view. Some say it was perfect and romantic while other thought the view was average at best. Would you like me to find another place with better views?
23733,"No, the Alpha-Milton Guest House isn't regarded as having the cleanest of rooms for those staying at its location."
23734,"The Peking Restaurant has a lively, bright atmosphere. One person said it felt like there was a lot left to be desired, though."
23736,"According to the reviews I have on hand for that location, the room size is unfortunately an issue.  People have complained about them being too small"
23738,"Yes, the Cambridge Chop House has excellent service and staff. Can I answer anything else for you or book you a table?"
23739,"Yes, guests find it to be a very good value for the price. Can I answer anything else, or shall I book it for you?"
23740,One of the aspects that patrons rave about the Galleria for is their various non-alcoholic drinks menu.
23742,Most customers have said that the portions are very small and even called them kid-sized portions.  It is rather expensive to serve such small portions to its customers.
23743,The Rice Boat does not get high marks for their views with customers saying it wasn't great to the view was poor. Would you like me to look into some other places?
23745,"Yes, the Golden Wok does serve alcoholic beverages. The reviews are generally good with customers liking the quality and prices of the drinks. There were customers who found the drinks lacking and overpriced. Would you like to know more?"
23747,"Probably not, one person said the view was of a parking lot and the other said it was mediocre. Only one person rated the review as being good."
23748,"The Dojo Noodle Bar has mixed reviews about the staff, some people find them to be impeccable and others say they are slow."
23749,The mattresses at the Ashley Hotel are really comfortable. I couldn't find one review that stated otherwise.
23750,"Although one guest found the staff attentive and pleasant, the majority described them as disappointing, rude, unprofessional, and unwelcoming. Do you have any other questions?"
23751,"According to reviews Dojo Noodle Bar has hideous indoor decorations, so it would not be good for a date night. Would you like another option?"
23753,The beds at the Ashley Hotel are known to be really comfortable as the guests all are pleased with the quality.
23754,The restaurant has a gorgeous location that is very safe and is easily accessible to and from other areas.
23755,"The Nandos City Centre has mixed reviews about the portion sizes. Half say they are huge, and half say they are small."
23756,"The portion sizes appear to be a bit small for the money, however there are reviews that indicate that some people are happy with the portion sizes."
23757,Most people are not overly happy with the location. They say that it's not the best or the greatest. But others say it has a great vibe since it's downtown.
23759,"The location of the Pizza Hut in Cherry Hinton is good, but some people think it is inconvenient to get to."
23760,There is nothing scenic to view out the windows while dining at Galleria. Do you have any other questions?
23761,Guests that have stayed at the Archway House all agree that the bathrooms are nice and clean. Even other parts of the room were also clean which was very appreciated.
